receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenderx,defendery,defenders,defendera,defenderdis,defendero,defenderdir,defenders_in_path,pass_length,yards_to_go,yardline_num,yards_gained
54.77,1.1,7.17,2.17,0.72,112.61,113.06,2.481954874690513,53.02,2.86,7.3,2.51,0.73,105.81,121.69,1,20.0,10,25,3
49.33,28.02,6.81,2.33,0.71,317.77,356.19,1.5401947928752402,50.64,27.21,6.9,4.57,0.69,333.61,354.34,8,9.0,5,30,1
56.49,23.78,3.78,0.21,0.37,200.42,173.65,7.747057505917974,61.24,17.66,3.17,3.11,0.31,315.6,318.86,4,3.0,7,43,8
71.5,19.98,3.59,0.86,0.36,266.39,151.19,2.7063259227225407,69.19,21.39,4.33,4.55,0.42,147.31,154.09,4,0.0,12,38,4
66.67,35.57,4.35,1.88,0.44,88.49,3.7,10.715414131054384,72.47,26.56,2.06,1.32,0.21,106.07,279.5,1,1.0,10,42,12
47.27,13.18,1.64,4.19,0.19,157.12,48.2,5.449229303305193,42.02,11.72,3.19,4.25,0.33,76.55,111.82,8,-2.0,10,35,4
44.08,12.24,2.01,3.51,0.22,337.6,208.7,2.9430766214966235,41.17,11.8,6.41,1.68,0.64,99.53,108.01,2,-1.0,8,33,1
41.9,14.74,7.86,2.32,0.8,238.94,167.18,1.4173919711921619,42.39,16.07,9.7,2.12,0.97,165.51,176.67,1,15.0,10,17,10
52.02,28.44,0.25,4.04,0.04,269.9,146.56,3.8620719827574375,54.68,31.24,4.45,4.63,0.44,229.69,209.09,6,5.0,15,37,1
102.54,44.03,6.44,1.02,0.65,300.17,12.14,3.2714064253773176,105.04,41.92,7.39,0.18,0.74,332.88,348.98,0,0.0,7,7,5
81.78,23.75,6.67,1.76,0.67,146.63,189.27,6.6520974135982085,85.8,29.05,1.95,1.69,0.19,152.87,238.04,3,3.0,10,25,11
45.38,17.45,5.94,1.05,0.6,129.03,176.1,3.020761493398646,42.43,18.1,7.18,0.78,0.71,121.33,146.66,1,0.0,2,35,8
24.31,1.89,5.33,1.76,0.54,308.12,167.07,6.874598170075106,19.07,6.34,5.43,2.69,0.54,114.28,172.04,0,13.0,10,27,0
111.54,33.06,6.48,1.28,0.65,241.31,138.72,1.421724305201258,111.16,34.43,7.0,1.62,0.7,153.01,146.97,4,8.0,4,8,0
56.14,24.73,7.98,2.45,0.81,159.99,192.0,0.5544366510251652,56.21,25.28,8.14,2.03,0.82,160.18,196.68,1,14.0,9,40,1
55.97,9.23,0.84,1.79,0.09,323.14,219.7,6.034384807086802,49.94,9.0,3.86,1.85,0.37,95.61,102.52,2,-1.0,10,45,6
24.43,43.77,4.88,1.77,0.49,334.14,353.2,4.317927743721519,28.49,42.3,6.88,1.7,0.68,311.73,326.48,1,1.0,8,13,1
55.87,8.67,3.72,5.61,0.39,75.62,177.68,2.7563200104487144,54.05,10.74,5.87,2.14,0.6,150.73,176.19,0,4.0,10,50,2
29.5,14.49,5.39,2.92,0.53,91.97,136.2,5.912740481367331,29.68,20.4,3.29,2.35,0.32,143.27,164.23,3,-6.0,5,25,9
75.99,18.32,6.9,2.63,0.69,7.72,347.76,7.011904163634865,72.17,12.44,3.85,0.76,0.39,329.66,298.72,10,7.0,13,27,4
76.22,28.2,2.82,1.39,0.27,135.09,179.52,1.2870120434556918,75.14,28.9,4.39,3.7,0.42,132.54,138.43,6,9.0,10,25,1
55.79,34.03,7.02,2.28,0.71,358.36,328.53,2.540314941104743,54.15,32.09,8.52,0.97,0.85,13.36,356.94,2,11.0,1,44,2
28.3,1.82,5.02,2.7,0.52,84.86,182.46,2.027140843651472,27.68,3.75,7.13,0.49,0.71,132.4,168.93,0,10.0,7,28,0
23.96,49.25,5.17,3.72,0.53,89.24,26.04,2.618854711510358,21.46,48.47,8.16,1.36,0.82,78.2,49.31,0,2.0,8,16,0
64.42,30.73,6.67,1.04,0.67,231.53,149.28,1.7755280904564699,65.92,31.68,6.42,1.93,0.64,197.0,176.46,4,15.0,10,41,0
64.12,12.61,8.54,0.67,0.85,227.06,172.94,3.411187476524855,66.43,15.12,7.14,1.39,0.71,182.23,172.39,0,-1.0,10,44,9
78.66,17.28,2.91,2.52,0.28,325.24,175.18,4.31223839786253,79.39,21.53,1.44,2.01,0.15,244.99,198.62,2,-4.0,4,27,22
109.59,33.27,1.89,0.87,0.19,185.6,153.15,1.940644222932165,110.29,35.08,4.55,3.34,0.44,197.82,188.98,8,5.0,6,6,0
114.62,47.99,6.83,1.29,0.7,116.61,38.09,3.219083720563978,114.27,44.79,7.17,0.65,0.71,5.23,19.28,0,1.0,1,1,0
54.04,39.59,1.44,1.31,0.15,137.02,278.41,2.4255308697272837,51.68,40.15,4.18,1.95,0.41,131.1,88.4,5,6.0,10,50,1
53.76,15.39,7.05,0.82,0.71,100.63,187.64,8.620469824783333,45.51,17.89,4.87,5.82,0.47,97.89,185.35,1,-1.0,3,43,11
37.31,48.13,7.17,0.8,0.72,50.99,1.16,3.3677440520324624,35.5,45.29,6.73,1.79,0.67,34.2,0.65,0,6.0,10,33,0
56.72,18.07,7.75,2.57,0.78,228.62,159.31,1.2010412149464298,55.79,18.83,9.03,1.25,0.91,181.7,173.87,1,19.0,7,28,20
101.12,7.03,4.66,1.28,0.44,252.21,176.21,1.3368993978605892,100.39,8.15,7.73,0.76,0.77,174.07,163.13,0,4.0,1,13,1
98.21,16.55,5.38,1.13,0.54,0.91,16.99,5.679058020481926,102.15,20.64,4.3,1.93,0.43,227.23,239.78,8,4.0,15,15,3
78.58,38.41,2.67,0.8,0.26,181.04,227.49,3.2235539393656882,76.85,41.13,3.21,5.31,0.3,151.5,193.48,6,3.0,7,28,6
53.62,52.22,7.43,1.01,0.74,59.95,355.54,1.2975746606650393,53.31,50.96,7.59,1.49,0.75,356.44,0.01,0,20.0,10,37,0
40.34,33.83,5.65,1.25,0.57,123.82,206.45,5.7435877289373725,45.82,35.55,2.45,2.83,0.24,207.96,226.14,4,13.0,10,43,4
32.24,4.89,7.55,1.17,0.76,151.54,170.42,1.897814532561073,31.53,6.65,8.5,0.86,0.86,119.68,168.36,0,3.0,10,26,0
18.22,41.72,3.81,2.24,0.38,141.45,200.7,2.1999999999999993,16.02,41.72,4.6,0.79,0.45,107.81,131.27,11,1.0,9,9,1
3.91,3.75,7.15,4.04,0.71,177.03,197.22,1.2010412149464316,3.96,4.95,7.27,2.68,0.74,194.1,210.65,0,3.0,3,3,0
48.22,28.54,1.93,4.64,0.2,261.62,219.81,2.3156208670678384,47.36,30.69,5.2,2.45,0.52,161.69,141.36,8,13.0,10,25,6
36.88,16.95,4.86,1.57,0.49,217.94,143.42,2.8263934616397615,37.39,14.17,3.58,4.37,0.38,306.1,137.67,3,3.0,10,25,12
56.97,36.25,3.53,3.55,0.33,161.78,88.52,6.678218325272095,61.02,30.94,3.5,2.47,0.33,315.16,4.09,0,6.0,9,41,13
70.76,11.12,6.13,1.32,0.62,269.8,170.43,10.30535782978932,67.28,20.82,1.87,0.83,0.2,148.57,132.36,1,1.0,10,40,7
91.84,2.13,6.12,1.38,0.62,8.66,129.32,6.368045225970045,97.96,3.89,5.68,2.12,0.56,244.92,216.57,1,12.0,10,28,0
98.61,6.44,6.47,3.75,0.65,54.01,136.79,11.174206906980025,105.26,15.42,1.99,3.63,0.19,286.08,165.5,1,0.0,4,10,10
93.49,37.23,2.51,1.87,0.24,146.91,40.0,5.914811915860047,95.48,31.66,2.88,4.03,0.3,78.76,74.33,0,-3.0,16,19,9
35.35,8.26,2.18,2.51,0.21,344.47,195.23,8.695659836953144,37.23,16.75,3.19,4.0,0.31,151.19,168.56,1,0.0,15,25,8
10.24,21.26,6.15,1.37,0.62,339.16,309.44,0.9211405973031473,10.57,22.12,5.81,2.34,0.57,167.15,197.35,5,4.0,4,4,0
44.9,15.86,8.05,2.24,0.81,200.41,142.16,5.314978833447976,43.07,20.85,5.24,2.08,0.51,115.14,139.97,3,14.0,10,21,15
65.43,6.56,2.35,1.81,0.24,280.35,182.27,5.37492325526606,70.8,6.79,4.88,2.42,0.47,264.38,222.57,0,5.0,10,50,3
68.36,39.8,1.78,3.52,0.17,198.39,88.24,1.7407182425654117,69.26,41.29,5.04,2.32,0.51,187.84,212.78,0,6.0,7,47,1
28.55,37.33,3.86,2.68,0.39,79.75,6.04,1.3218547575282245,27.23,37.26,5.12,3.61,0.51,77.55,21.14,1,4.0,10,23,0
25.68,41.57,1.92,0.51,0.19,145.25,19.22,4.047381869801763,23.7,38.04,5.1,2.7,0.5,70.13,23.81,0,4.0,6,19,8
54.48,18.83,0.83,1.89,0.08,275.71,191.48,1.6191973320136124,56.01,18.3,4.07,1.82,0.4,284.23,281.67,2,6.0,10,39,0
73.72,32.42,6.46,2.73,0.66,238.28,168.15,3.489011321277126,75.88,35.16,7.17,4.32,0.71,181.35,169.38,6,20.0,4,45,2
86.85,42.58,9.17,1.52,0.92,351.3,19.63,3.7320235797754493,83.33,41.34,7.24,1.91,0.73,19.41,26.7,1,12.0,10,33,6
104.66,6.97,5.01,3.79,0.51,14.1,164.73,5.103606567908621,103.74,11.99,7.99,2.66,0.79,176.9,175.51,0,6.0,6,11,5
79.31,18.23,1.22,0.9,0.12,28.65,328.57,2.80058922371704,77.19,20.06,3.93,3.81,0.37,140.28,125.31,5,7.0,11,24,0
72.1,34.37,4.85,3.06,0.48,149.67,210.12,1.134063490286151,71.41,35.27,6.38,0.93,0.63,144.77,179.24,10,8.0,4,31,0
69.97,27.23,7.03,1.31,0.71,135.98,202.57,2.2308742680841505,69.75,29.45,7.96,1.26,0.79,191.6,205.71,5,10.0,4,31,-1
70.69,38.44,4.05,2.11,0.39,215.61,343.03,7.6274373153766435,77.92,36.01,3.73,2.93,0.38,248.55,296.79,0,-3.0,10,37,10
78.38,45.12,2.46,4.01,0.22,152.69,37.59,9.402345452066733,78.59,35.72,3.12,3.67,0.29,310.45,353.58,1,0.0,3,30,9
68.29,35.78,4.51,2.47,0.44,143.5,17.65,5.180318523025403,63.23,36.89,5.4,2.67,0.53,62.5,51.77,1,4.0,10,37,21
14.51,17.71,5.2,3.3,0.52,24.15,327.66,1.3004999038831178,13.23,17.48,3.08,5.04,0.28,59.88,1.77,8,3.0,7,7,2
24.03,14.32,2.41,4.92,0.26,71.52,162.18,3.0683546079291446,21.31,15.74,5.16,2.57,0.51,136.0,146.07,1,4.0,6,19,0
53.43,11.98,5.33,1.16,0.53,236.93,176.41,2.8901557051480795,53.46,14.87,6.0,3.03,0.58,214.03,175.28,1,10.0,14,34,2
68.94,49.02,5.19,2.4,0.53,235.4,30.25,2.1117765033260563,69.94,47.16,7.78,0.76,0.78,344.67,352.28,0,14.0,2,46,2
87.38,45.26,6.63,1.04,0.67,329.86,20.88,10.425818912680185,80.34,37.57,5.81,2.28,0.58,33.57,51.15,0,16.0,10,38,22
57.6,13.57,3.6,2.63,0.36,5.92,2.67,5.7325125381459,62.91,11.41,3.51,3.55,0.35,262.24,226.39,10,-2.0,10,50,12
37.96,32.18,6.34,2.66,0.63,232.53,164.33,1.4480331487918359,39.18,32.96,6.98,1.04,0.69,213.05,193.32,7,5.0,6,24,0
84.46,34.96,1.29,4.6,0.11,150.41,103.12,6.711460347793176,91.17,34.82,2.66,2.78,0.25,234.84,307.59,11,-4.0,10,22,11
101.55,49.16,1.72,2.23,0.17,297.8,47.11,2.755884612969133,103.98,47.86,2.86,1.84,0.28,315.5,301.77,1,7.0,3,15,7
70.6,30.54,6.73,2.76,0.68,202.84,159.0,1.185959527134044,70.96,31.67,6.72,1.74,0.67,190.8,171.55,6,14.0,10,48,0
36.95,38.19,4.28,6.49,0.4,153.6,149.18,1.8291254740995777,35.31,39.0,6.21,2.29,0.62,208.82,212.44,10,-3.0,9,30,10
50.95,17.47,3.31,2.2,0.34,341.42,8.04,3.392285365354747,52.95,14.73,5.5,3.7,0.55,318.17,353.06,10,4.0,2,37,4
57.66,17.37,2.8,1.16,0.29,348.61,320.39,8.32265582611705,63.95,22.82,0.63,0.95,0.06,133.28,275.19,7,4.0,9,49,11
53.06,28.62,4.55,3.75,0.44,179.51,218.24,5.373983624835486,58.12,26.81,4.92,4.43,0.49,325.24,307.86,3,13.0,2,44,4
3.08,44.09,7.31,3.01,0.73,2.01,346.26,1.7932372960654155,3.62,42.38,9.79,1.36,0.99,331.62,346.12,0,9.0,7,9,0
79.45,38.97,5.67,1.88,0.57,251.15,354.57,5.49440624635638,84.04,35.95,6.56,2.08,0.65,276.17,334.2,1,0.0,14,31,6
67.56,21.32,8.43,1.48,0.85,142.02,206.73,1.17881296226331,67.26,22.46,8.0,1.01,0.79,221.97,208.1,1,19.0,10,25,9
62.33,17.6,4.96,2.74,0.49,296.0,194.97,5.128752284912968,57.29,18.55,3.57,1.16,0.36,106.21,185.61,3,-5.0,10,47,51
44.67,19.91,6.49,1.2,0.64,344.21,37.8,2.0012496096189483,45.12,17.96,6.07,2.96,0.59,19.3,38.71,6,4.0,4,31,11
86.65,28.41,7.84,0.83,0.79,172.9,205.67,4.733708905287691,81.93,28.05,7.17,2.84,0.71,118.84,149.34,6,3.0,5,20,3
58.9,39.09,6.53,0.65,0.66,72.89,353.59,7.235385269631464,52.22,41.87,0.16,0.13,0.02,213.97,303.86,2,1.0,14,50,7
60.94,5.8,3.52,1.32,0.36,332.84,173.63,6.3643538556557395,67.23,6.77,5.39,5.06,0.52,243.79,216.13,1,-2.0,10,47,1
62.76,21.15,5.95,2.73,0.58,192.56,180.5,4.555655825454776,67.2,20.13,6.41,3.18,0.62,240.27,239.48,3,2.0,10,49,1
64.91,27.67,6.34,0.96,0.63,26.44,14.03,6.174544517614234,59.66,24.42,0.83,2.05,0.08,298.96,107.02,4,1.0,7,46,6
73.15,49.19,6.42,1.25,0.65,313.31,1.99,1.9646882704388486,74.37,47.65,8.26,0.77,0.82,317.93,350.07,0,2.0,10,39,1
62.19,14.38,0.29,1.39,0.03,56.92,166.54,1.8693581786270945,63.86,13.54,6.92,1.72,0.68,323.58,316.32,1,13.0,22,34,3
48.76,45.74,1.77,2.13,0.17,224.84,311.31,7.922550094508708,40.88,46.56,4.59,2.47,0.44,95.66,72.45,2,-2.0,13,37,7
48.75,10.42,1.29,3.87,0.15,281.25,199.69,3.380014792867037,48.49,7.05,5.63,2.47,0.55,30.81,8.6,2,14.0,10,25,0
80.33,24.53,2.06,1.83,0.21,303.64,135.4,2.805851029545222,79.95,27.31,5.37,2.91,0.53,193.35,188.21,5,6.0,8,35,3
41.69,50.34,6.6,1.55,0.67,292.83,3.29,3.157847368065787,39.23,48.36,7.28,1.08,0.73,321.32,5.45,0,16.0,10,17,0
51.47,12.78,4.6,1.34,0.46,1.0,31.09,3.6081712819654217,52.62,9.36,3.81,2.85,0.37,48.7,39.21,10,6.0,7,36,5
66.91,8.04,6.24,1.91,0.63,259.42,170.31,4.107274035172241,70.87,9.13,6.59,3.87,0.66,228.18,176.61,0,2.0,1,44,0
68.61,9.29,6.26,1.22,0.63,247.72,172.1,4.203867267171979,72.36,11.19,7.41,1.59,0.76,247.64,205.6,0,1.0,10,42,2
70.16,38.69,5.89,1.05,0.59,280.52,354.57,7.384768107395117,73.98,45.01,2.22,0.53,0.25,233.22,57.57,1,-1.0,7,39,9
87.88,37.83,6.42,1.13,0.65,224.53,147.29,0.8487638069569143,87.4,38.53,7.12,0.56,0.71,128.33,154.85,10,6.0,6,27,2
102.83,51.39,4.59,3.82,0.46,271.37,16.31,1.6773789077009396,104.13,50.33,4.32,3.55,0.45,320.64,41.62,0,10.0,8,17,0
113.74,1.69,7.63,1.54,0.77,206.43,204.59,1.3064838307457185,114.12,2.94,8.13,2.12,0.81,209.68,202.41,0,5.0,5,5,0
66.36,34.58,3.56,2.02,0.35,250.18,354.0,3.6827842728023055,63.46,36.85,4.37,1.93,0.45,104.04,71.9,3,-6.0,10,49,2
20.83,20.49,3.01,1.7,0.34,256.07,158.43,2.106608648990127,22.7,21.46,5.74,2.38,0.57,234.05,204.32,3,4.0,10,8,0
21.16,30.12,3.82,0.84,0.39,258.15,13.99,4.495152945117664,18.96,26.2,2.77,0.74,0.29,113.82,103.02,3,0.0,6,12,3
72.41,13.86,7.55,0.57,0.75,124.73,186.57,2.701295985263365,70.48,15.75,7.7,1.48,0.76,174.79,178.27,1,3.0,10,35,5
43.09,45.52,5.63,5.41,0.57,92.67,32.74,1.509867543859396,41.95,44.53,7.32,4.8,0.73,57.71,28.42,1,10.0,10,45,0
59.76,7.48,5.66,0.99,0.57,257.57,180.67,3.9117387438324682,62.6,10.17,6.63,3.06,0.66,183.38,182.95,0,17.0,5,32,4
85.08,48.53,7.05,3.3,0.71,67.42,2.25,2.007311634998416,83.1,48.2,7.4,1.58,0.73,66.13,26.61,0,5.0,10,20,0
88.55,12.53,5.15,1.66,0.52,284.54,199.1,5.075598486878174,83.66,11.17,5.01,2.76,0.51,98.96,148.67,2,-3.0,5,25,4
80.55,11.57,5.72,1.06,0.56,6.76,344.48,0.7128113354878646,80.15,10.98,4.56,3.95,0.44,353.57,357.01,10,4.0,4,26,1
74.59,33.54,3.79,2.3,0.37,85.1,354.38,2.169101196348387,73.64,31.59,5.17,2.95,0.51,47.0,12.06,1,5.0,10,31,4
48.25,18.64,5.99,2.74,0.61,232.47,173.57,4.429446918070023,52.27,20.5,4.74,2.57,0.46,207.56,169.87,2,3.0,10,35,8
70.97,29.41,7.18,0.51,0.72,39.12,5.3,3.08146069259369,68.2,28.06,5.11,2.94,0.5,30.36,4.23,1,3.0,10,36,15
47.12,21.0,6.64,1.78,0.67,151.45,177.83,1.021077861869503,46.11,21.15,6.76,2.83,0.67,131.93,168.79,1,2.0,3,39,0
61.78,26.53,3.56,2.71,0.36,128.06,226.16,5.091168824543142,56.74,25.81,2.95,3.58,0.28,121.38,87.16,5,5.0,16,45,1
49.65,26.93,4.04,1.34,0.4,275.94,309.76,1.201041214946433,50.64,26.25,6.83,1.77,0.68,312.3,310.17,7,7.0,10,32,0
56.96,7.82,6.41,1.46,0.65,285.85,166.9,7.247875550807976,64.17,7.08,5.33,4.77,0.52,256.46,218.08,1,1.0,10,46,3
63.44,14.31,8.76,1.25,0.87,190.16,169.49,2.836229891951639,62.33,16.92,7.01,3.66,0.69,157.63,177.06,1,3.0,6,50,22
84.17,5.31,6.86,1.92,0.69,293.05,177.97,1.484856895461641,85.49,5.99,6.92,1.55,0.69,256.6,208.8,0,5.0,16,31,0
96.63,44.19,4.91,1.71,0.5,210.47,320.51,10.316006979447035,98.73,34.09,1.9,1.05,0.19,114.84,82.37,3,-4.0,10,18,14
33.72,4.33,6.56,3.03,0.67,59.48,253.0,1.0568822072492279,33.15,5.22,6.99,5.31,0.72,159.79,247.51,1,28.0,5,50,6
18.73,28.55,6.63,1.12,0.67,29.77,356.24,7.511923854779146,26.04,26.82,3.6,2.36,0.36,340.82,338.66,4,7.0,10,16,4
91.49,31.04,7.76,1.74,0.78,293.07,6.56,3.0438462510448856,94.52,31.33,6.88,2.65,0.68,319.53,353.72,5,4.0,10,23,1
96.9,42.28,4.62,4.07,0.45,204.87,161.9,2.094970166852023,98.98,42.03,4.69,4.58,0.45,269.49,217.24,11,4.0,5,18,0
52.96,47.09,1.21,5.74,0.13,176.37,7.12,0.7542545989253229,52.21,47.17,1.59,5.01,0.16,145.82,21.3,0,6.0,2,50,0
53.91,28.6,2.86,2.56,0.3,48.13,308.7,3.722928954465825,53.6,24.89,3.57,4.57,0.34,32.94,330.04,3,6.0,15,49,6
77.94,8.25,2.86,4.01,0.29,86.81,170.53,3.960429269662567,74.03,8.88,3.08,4.27,0.29,79.11,134.34,0,4.0,21,27,1
72.54,47.08,5.48,2.39,0.56,258.09,74.96,9.099802195652396,63.62,48.88,4.91,1.85,0.49,115.9,80.93,3,32.0,16,32,3
110.33,12.56,7.86,1.63,0.79,29.6,100.06,0.8796590248499714,109.66,13.13,7.97,1.81,0.8,73.33,105.16,1,22.0,10,22,0
68.78,19.5,7.15,2.69,0.71,15.9,350.65,3.207553584899246,67.08,16.78,6.17,4.28,0.61,359.52,353.07,9,17.0,10,25,12
38.08,13.54,5.29,0.07,0.53,265.23,196.38,1.3648809471891707,39.35,14.04,6.59,1.66,0.65,227.02,221.35,3,10.0,7,17,0
44.5,5.16,4.63,1.83,0.47,295.15,169.23,6.785315025848099,42.19,11.54,6.07,1.35,0.6,178.19,165.78,0,9.0,11,26,11
72.22,26.34,5.12,0.81,0.51,310.39,33.06,5.26091246838417,77.28,24.9,5.91,1.73,0.59,308.28,330.12,3,5.0,10,42,11
69.68,44.5,7.58,1.39,0.76,92.29,331.86,4.908441707915041,74.36,45.98,6.76,2.79,0.67,262.85,296.15,1,17.0,10,25,3
47.59,24.17,6.38,3.07,0.65,353.01,298.17,5.7201748225032425,47.11,29.87,7.24,1.64,0.71,189.12,206.29,3,20.0,10,45,3
53.73,40.1,4.77,1.73,0.48,216.44,318.93,12.540821344712631,41.72,36.49,6.32,2.93,0.62,47.11,36.37,5,-1.0,19,41,5
87.99,38.78,5.56,0.77,0.56,117.71,349.31,9.827741347837753,78.37,40.79,6.22,3.87,0.61,86.38,49.52,2,-2.0,10,25,1
51.47,18.36,2.25,4.09,0.24,260.28,349.22,2.2299103120977746,53.69,18.15,4.87,4.6,0.49,286.1,316.97,8,18.0,11,24,2
71.35,17.22,1.88,1.07,0.19,352.32,197.57,1.2658988901172203,72.47,16.63,4.06,2.66,0.41,307.05,253.57,1,-6.0,15,32,0
76.74,3.4,3.04,2.18,0.3,341.86,179.9,6.19810454897302,81.72,7.09,5.4,4.23,0.54,226.28,187.47,0,5.0,21,38,4
96.63,15.33,5.47,1.77,0.55,11.97,16.22,3.6830557964820456,96.48,11.65,5.99,1.82,0.59,350.72,13.04,6,17.0,12,29,6
108.4,38.59,5.95,2.37,0.59,154.68,153.68,2.151278689523965,110.46,39.21,0.57,1.22,0.06,202.85,116.74,10,0.0,1,1,1
78.66,8.31,6.61,1.33,0.67,21.75,178.41,3.4033219066083067,75.41,9.32,7.1,1.41,0.71,107.8,158.21,0,6.0,10,25,0
77.8,13.45,0.93,3.02,0.09,357.51,319.26,8.056798371561744,78.32,21.49,2.0,2.89,0.22,154.82,183.75,11,-2.0,14,34,12
53.43,41.04,6.56,2.73,0.67,231.66,358.02,2.2658552469211277,55.64,41.54,7.47,1.81,0.75,291.53,313.64,2,19.0,5,25,0
63.65,35.31,2.67,0.83,0.27,226.57,87.04,3.250876804802051,61.16,37.4,3.99,4.08,0.38,158.44,111.47,1,8.0,6,48,11
51.51,16.91,3.8,1.58,0.38,30.65,193.76,4.740559038763257,53.06,21.39,2.31,2.01,0.24,132.62,170.76,3,-4.0,15,38,16
31.71,5.71,0.6,3.28,0.04,18.13,320.19,5.109686878860584,26.63,6.26,3.67,2.79,0.36,99.79,122.72,11,4.0,3,26,3
41.46,12.87,1.71,3.97,0.15,331.09,270.5,6.470927290582085,41.98,19.32,2.5,5.64,0.23,144.21,176.55,2,-3.0,20,29,11
26.56,47.65,2.25,1.64,0.22,157.32,52.07,3.2422985673746916,23.46,46.7,4.77,1.6,0.48,75.09,51.33,0,4.0,12,21,3
44.63,18.38,1.18,3.57,0.14,343.33,91.89,3.858406406795426,46.9,21.5,3.87,3.63,0.37,225.42,192.55,0,5.0,5,30,0
34.55,16.02,4.81,1.17,0.48,258.74,176.52,10.064000198728134,26.5,22.06,1.93,2.71,0.2,159.43,203.28,2,1.0,21,24,4
63.87,24.51,1.72,2.28,0.18,16.88,254.53,5.243910754389325,63.12,19.32,4.01,4.39,0.41,53.55,255.14,5,5.0,10,41,8
51.57,23.93,6.91,1.53,0.69,164.71,199.76,1.8322117781522984,51.48,25.76,6.21,3.37,0.6,201.07,201.44,3,5.0,10,46,15
38.75,17.62,6.07,0.62,0.61,109.4,192.42,3.9704533746160515,38.69,21.59,3.12,3.21,0.33,173.76,175.4,0,-3.0,10,26,26
5.93,4.14,5.79,2.43,0.59,38.26,211.37,0.5651548460377923,5.8,4.69,6.7,2.06,0.68,27.28,206.42,0,3.0,3,3,0
16.73,29.18,3.67,1.1,0.36,284.54,355.61,2.700536983638626,16.0,26.58,3.69,2.14,0.37,15.96,342.8,2,-3.0,10,10,24
54.11,25.5,1.47,2.47,0.15,325.81,340.13,3.681548587211636,57.58,26.73,1.49,5.43,0.13,239.94,270.88,7,5.0,15,39,1
72.16,32.42,3.91,2.88,0.4,28.47,281.8,6.198386886924694,74.06,38.32,4.49,1.76,0.45,199.66,247.79,3,11.0,10,27,6
58.36,11.38,6.85,0.64,0.68,78.09,176.45,4.544370143375207,55.68,15.05,3.95,5.09,0.36,151.43,162.55,0,4.0,6,48,7
47.15,49.61,5.74,1.93,0.58,109.1,354.66,7.708514772639408,41.79,44.07,5.27,2.98,0.52,20.24,356.5,0,4.0,10,41,0
51.96,48.62,3.39,2.17,0.35,260.97,6.11,1.8476471524617428,53.39,47.45,6.18,1.62,0.62,281.19,325.58,0,1.0,10,41,0
94.37,6.41,2.5,1.25,0.25,5.63,176.43,2.675070092539637,91.75,6.95,4.95,2.74,0.49,83.39,112.81,0,6.0,9,9,1
38.71,37.93,6.36,0.72,0.64,313.13,348.97,2.0763429389192933,38.97,35.87,8.15,2.38,0.81,349.55,4.13,1,14.0,15,16,15
48.39,36.6,3.17,2.49,0.31,239.3,8.51,5.083984657726656,46.29,31.97,4.01,2.59,0.41,211.92,254.39,2,-6.0,10,45,19
84.17,38.92,1.04,1.78,0.1,201.52,154.17,2.9676927064640592,86.91,37.78,4.18,2.62,0.41,278.48,302.5,9,4.0,10,30,0
94.69,32.62,7.93,0.97,0.8,334.12,13.71,1.4135416513141708,95.14,31.28,8.09,0.51,0.81,356.21,11.22,2,11.0,6,26,5
110.0,12.74,5.34,0.65,0.53,269.16,180.59,3.0600163398256575,113.06,12.73,4.99,3.64,0.49,226.64,245.33,1,5.0,5,5,0
22.86,39.93,1.32,1.35,0.13,132.95,185.57,3.3791271062213672,19.78,41.32,3.95,2.54,0.39,107.23,103.61,9,3.0,8,16,6
40.34,16.55,0.96,4.03,0.11,346.53,51.53,4.528586976088677,41.18,21.0,5.41,2.86,0.53,210.96,175.63,8,6.0,10,25,0
54.88,39.08,6.32,0.31,0.63,199.7,145.35,3.7406550228536184,53.9,42.69,2.65,3.04,0.26,168.89,133.76,9,6.0,10,39,5
35.34,17.84,6.11,2.64,0.61,262.19,196.37,6.605467432362377,32.83,23.95,3.51,4.59,0.36,178.03,178.39,3,-5.0,10,20,14
65.86,15.17,3.31,3.7,0.31,339.53,236.11,4.667590384770285,64.96,19.75,4.25,1.71,0.44,201.06,171.86,5,-3.0,9,47,14
48.47,19.47,3.45,2.18,0.34,5.3,186.5,4.214558102577307,48.12,23.67,4.61,1.03,0.46,179.42,194.08,2,3.0,10,42,5
39.58,52.76,2.16,2.15,0.22,162.44,25.7,2.9086938649503833,36.72,52.23,4.09,0.91,0.41,76.34,62.13,0,1.0,10,31,0
40.84,48.4,2.31,1.7,0.22,223.97,286.18,9.870688932389678,31.15,50.28,3.17,5.5,0.29,76.32,87.04,6,5.0,14,35,5
13.48,4.31,7.65,1.95,0.78,57.44,237.27,0.6576473218982951,13.94,4.78,7.13,3.23,0.73,266.03,237.35,0,23.0,4,25,1
43.91,27.94,5.01,4.26,0.51,2.57,347.77,2.4707286374670923,45.44,29.88,4.65,3.01,0.46,249.56,240.35,6,4.0,14,31,0
45.63,14.98,7.12,1.71,0.72,217.04,162.06,4.716407531161823,48.97,18.31,7.68,1.1,0.76,200.93,183.37,2,1.0,10,35,3
86.78,38.74,3.63,3.33,0.36,264.31,350.42,6.907575551523119,79.93,39.63,5.99,3.52,0.6,65.53,52.91,2,-3.0,10,27,3
