receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenders_in_path,pass_length,yards_to_go,yardline_num,yards_gained
29.07,31.48,6.4,2.46,0.63,182.03,146.68,1.8436105879496365,8,3.0,7,17,2
93.18,38.54,3.26,2.63,0.33,198.12,286.81,7.612075932359051,6,1.0,12,18,6
49.81,8.08,6.55,2.3,0.67,269.11,178.05,3.184540783221341,0,15.0,10,25,10
41.91,40.45,3.03,0.85,0.32,244.11,30.56,8.9201401334284,2,3.0,30,30,8
29.31,37.67,1.3,2.18,0.13,213.86,132.36,1.9606376513777357,6,9.0,10,11,0
34.91,22.5,4.37,1.42,0.45,299.09,34.63,6.012071190529939,7,5.0,1,20,10
48.89,26.07,4.64,3.72,0.48,256.11,24.17,1.7143220234250032,4,4.0,10,35,1
52.78,40.14,5.39,1.58,0.55,202.27,16.55,8.36961767346633,1,3.0,5,40,14
77.44,16.0,6.38,1.82,0.64,242.28,183.65,2.3574774654278268,2,11.0,10,43,0
96.88,7.24,2.7,0.4,0.27,311.46,262.44,10.675766951371687,7,2.0,8,12,11
33.74,12.65,4.61,2.03,0.47,35.68,168.06,7.485051770028047,2,-5.0,10,29,7
69.53,33.67,6.53,2.01,0.66,139.78,215.5,2.8420063335608514,4,17.0,10,25,3
21.85,32.32,4.99,1.96,0.51,136.28,217.6,3.483690571793078,5,7.0,10,18,2
21.3,37.73,3.05,5.43,0.28,244.86,346.21,6.9278928975555,2,-3.0,8,8,8
11.5,20.79,6.39,1.89,0.64,357.79,317.18,1.9645864704817653,10,2.0,3,3,1
84.31,20.66,7.36,0.72,0.74,1.85,338.59,3.9589518814959046,9,7.0,10,19,9
66.91,33.84,3.67,4.08,0.38,108.04,177.19,4.684805225406926,8,18.0,11,24,0
33.67,25.73,8.45,1.49,0.85,191.41,172.5,3.1442805218364343,0,18.0,10,6,16
67.49,39.66,2.14,0.69,0.22,140.24,192.58,6.4301244155925845,10,6.0,13,37,1
53.96,5.92,6.57,2.54,0.67,325.03,243.33,5.953990258641681,1,14.0,6,44,2
48.32,49.83,7.27,1.3,0.73,210.8,57.27,3.7068180424725465,0,24.0,10,15,8
50.42,28.87,6.85,1.72,0.68,222.09,180.08,4.433057635537801,4,3.0,20,37,8
59.54,31.26,5.92,2.06,0.59,177.34,150.27,4.853246336216615,10,2.0,9,48,3
97.66,6.86,3.34,1.27,0.33,83.37,152.8,3.365367736221402,0,4.0,3,8,1
85.61,23.91,0.29,2.35,0.02,79.69,126.54,1.031600697944709,3,5.0,3,20,0
58.24,34.13,3.04,3.19,0.3,181.74,311.27,5.784574314502323,3,2.0,1,50,20
64.61,8.69,4.12,0.92,0.41,328.55,207.11,8.790022753099105,2,-5.0,10,50,7
71.16,12.73,5.18,0.13,0.52,105.04,202.32,10.342340160717985,3,2.0,23,37,10
48.27,38.93,5.33,2.02,0.54,138.44,19.79,9.235897357593357,3,-5.0,16,44,3
59.43,13.6,5.34,1.51,0.54,9.71,38.64,8.574672005388896,10,8.0,18,42,1
33.97,20.67,2.98,3.24,0.31,335.31,123.56,4.024127234569006,5,2.0,6,23,1
45.79,37.66,1.98,3.1,0.2,172.16,161.47,2.7823730878514503,9,10.0,3,26,0
40.88,44.11,5.36,1.67,0.54,102.43,31.22,8.503675675847475,3,-4.0,10,36,4
66.91,41.61,3.35,4.82,0.35,166.65,38.41,6.001933021952175,3,-1.0,10,41,9
45.37,53.25,4.23,2.46,0.44,279.86,69.14,1.4187670703818913,1,23.0,10,13,1
52.73,38.43,7.02,0.59,0.7,298.73,355.08,1.147562634456181,0,4.0,8,39,1
81.55,44.51,1.05,2.91,0.09,110.36,91.88,2.2658552469211206,2,7.0,9,21,1
49.04,11.46,4.82,3.65,0.49,104.88,46.55,3.737713204621245,8,27.0,10,33,0
55.22,38.0,5.24,2.34,0.53,224.77,338.46,11.21344282546623,3,-5.0,10,40,9
48.98,44.72,5.4,1.77,0.54,229.26,319.61,6.055782360686354,3,-2.0,6,36,2
17.59,52.37,3.99,4.77,0.42,160.43,287.77,1.5092050887801807,2,17.0,10,24,2
39.56,24.78,5.57,1.84,0.56,190.74,164.51,1.6260996279441167,1,4.0,10,25,3
48.14,48.63,7.34,2.68,0.73,316.46,343.94,0.7731752712031114,0,5.0,3,32,0
17.8,22.3,3.27,3.94,0.34,185.78,42.79,8.024213357083672,5,5.0,22,3,11
76.25,50.54,3.0,1.96,0.3,135.84,137.79,1.8860805921274937,9,9.0,10,25,6
62.53,34.4,8.48,1.13,0.85,47.58,357.59,4.454492114708476,3,1.0,18,46,3
23.98,21.34,3.78,1.76,0.38,47.58,172.76,5.958800214808345,3,-5.0,14,20,18
45.63,19.9,5.92,1.64,0.6,227.28,179.96,7.149636354388942,2,2.0,1,33,8
53.16,27.66,4.32,2.13,0.44,329.29,11.24,4.437983776446239,6,0.0,10,43,8
63.47,48.37,3.24,1.2,0.33,182.46,29.81,6.350338573651014,0,3.0,2,49,17
39.36,43.57,6.5,2.84,0.66,103.18,351.4,2.658307732374113,2,17.0,10,46,2
38.5,11.57,3.38,2.47,0.33,314.3,207.58,7.082492499113571,1,-2.0,10,27,7
46.79,5.02,2.29,3.13,0.21,271.47,232.07,0.9314504817756001,0,6.0,5,30,0
50.86,5.52,6.94,1.21,0.69,261.49,181.72,1.6515750058656165,0,4.0,10,36,2
38.34,25.69,4.71,3.02,0.47,202.54,214.43,6.950870449087656,6,1.0,11,30,5
99.31,15.04,3.89,2.81,0.4,309.66,1.39,1.3613228860193303,10,3.0,7,14,1
97.18,36.41,1.09,2.78,0.09,202.4,248.28,3.821727358145796,10,-3.0,19,16,1
26.31,22.97,1.91,2.87,0.21,281.68,85.95,7.379783194647387,1,4.0,20,13,4
66.86,27.13,7.6,1.57,0.76,47.18,341.79,1.5493547043850218,5,12.0,10,31,2
84.03,17.41,4.4,2.27,0.44,347.1,192.44,5.918487982584742,3,-6.0,23,32,27
64.13,15.72,6.75,0.99,0.68,16.92,34.04,0.786447709641274,7,8.0,10,47,4
66.86,51.44,1.37,2.36,0.15,232.78,314.03,0.7766595135579013,0,11.0,26,46,5
76.69,14.53,2.7,3.71,0.28,331.81,7.51,3.156738823532915,11,5.0,10,38,0
61.5,36.48,6.43,4.38,0.67,251.59,5.38,3.1152046481732145,5,13.0,10,38,1
66.9,38.48,6.37,0.98,0.63,309.02,12.24,5.593853769987194,0,-1.0,4,42,7
70.21,1.81,5.04,3.69,0.52,179.59,232.9,2.2281157959136695,2,15.0,10,25,2
62.78,38.58,2.77,3.93,0.27,214.24,318.63,5.867137291729247,2,-1.0,3,49,3
44.09,47.93,5.85,1.38,0.59,171.81,291.79,7.919248701739328,2,14.0,10,47,15
28.79,11.56,1.96,4.69,0.19,325.66,256.82,6.320791089729196,3,-1.0,10,18,13
14.45,35.63,2.59,3.88,0.26,88.43,312.7,4.146564843337194,5,2.0,5,5,2
38.17,46.92,6.26,0.85,0.63,329.13,12.8,4.310278413281442,1,4.0,10,25,2
30.9,4.24,1.54,1.9,0.14,316.46,272.44,0.46141087980237516,2,5.0,6,15,0
62.57,22.07,7.02,4.07,0.71,348.36,349.62,1.7742885898297367,9,17.0,10,36,0
66.43,5.45,6.72,1.36,0.68,239.37,168.74,3.747705964987118,1,-1.0,6,43,3
72.44,34.64,1.38,3.26,0.14,227.43,220.24,1.5155856953666513,9,4.0,4,41,0
74.06,14.85,5.89,1.87,0.6,16.91,162.15,5.3029237218726815,1,2.0,10,37,8
93.56,48.19,7.12,1.23,0.72,135.83,62.73,6.167179257975235,2,14.0,10,27,12
115.68,52.12,7.07,0.46,0.74,116.13,53.22,1.0107423014794645,0,1.0,1,1,0
68.8,50.1,8.78,1.3,0.88,13.1,348.61,0.8579627031520707,0,16.0,10,25,0
64.97,50.44,1.74,4.66,0.19,172.46,318.1,4.934632711762853,2,5.0,10,41,0
46.74,44.46,5.89,1.81,0.6,262.9,346.73,6.954574034403549,3,-5.0,10,32,11
52.74,12.52,7.67,0.91,0.77,235.84,182.6,2.6469794105734943,0,2.0,7,41,3
88.16,25.31,4.16,2.51,0.43,40.12,140.2,1.7196802028284242,7,12.0,10,9,0
75.94,48.39,2.03,3.83,0.2,104.96,6.74,1.2224974437601066,1,8.0,9,26,0
71.98,18.89,2.01,1.02,0.2,41.75,215.82,4.268782027698298,2,4.0,1,34,15
57.98,7.77,2.42,3.09,0.23,320.64,236.21,6.985162847063768,1,-1.0,10,47,11
42.57,34.91,4.64,2.98,0.47,135.52,334.29,7.2230533709782305,3,3.0,8,35,3
54.42,26.66,5.34,1.94,0.55,326.32,48.31,2.1617816726024857,3,13.0,3,32,13
78.33,35.4,6.69,3.49,0.67,181.98,148.79,5.196585417367837,3,11.0,10,42,9
97.49,50.78,5.48,3.42,0.56,292.67,42.22,3.7928880816602026,1,10.0,10,22,1
102.55,19.4,5.93,1.55,0.59,355.74,42.06,1.2101652779682635,5,6.0,11,12,1
84.35,32.14,5.48,2.52,0.55,11.62,1.83,4.201951927378522,3,0.0,10,25,9
11.6,13.68,4.24,1.65,0.43,50.46,159.86,9.101455927487647,2,-5.0,16,7,8
37.36,38.42,5.81,3.03,0.59,258.31,35.96,3.2192545721020593,2,18.0,13,10,3
50.76,25.83,6.02,2.09,0.6,296.28,3.86,6.306195366463043,2,3.0,1,38,15
71.37,23.86,4.96,5.01,0.5,26.5,12.45,7.5360069002091565,8,16.0,11,23,1
71.34,14.0,1.21,0.8,0.12,328.42,157.85,4.997299270606074,0,-3.0,9,41,8
34.68,10.66,5.02,3.15,0.51,302.45,173.53,6.096310359553552,1,0.0,10,25,5
42.15,35.14,4.4,4.8,0.44,104.13,126.65,2.0762466134830895,5,16.0,17,50,0
50.73,45.47,5.3,3.19,0.54,233.6,356.2,3.261073442901895,0,-2.0,9,43,0
76.97,51.81,8.46,2.5,0.86,163.22,98.12,1.442567156149058,0,27.0,11,41,32
56.6,40.26,6.65,2.2,0.67,163.55,207.7,3.218105032468647,7,8.0,10,46,11
45.59,14.86,7.99,1.41,0.81,108.45,194.98,5.774997835497432,0,0.0,10,35,11
29.74,10.11,6.55,2.82,0.66,82.75,192.83,1.7002646852769727,0,4.0,10,24,2
16.59,52.4,1.33,1.34,0.13,86.34,44.14,1.5608010763707212,2,12.0,5,19,0
19.47,25.0,2.17,1.38,0.22,339.54,264.76,3.0965787572739027,8,-2.0,7,7,9
46.47,48.53,0.98,1.06,0.1,155.46,18.55,12.633055845677246,1,0.0,10,36,8
53.5,36.55,5.14,2.34,0.52,116.11,9.99,5.932731242859396,3,-4.0,7,49,5
88.99,8.92,5.24,2.09,0.53,31.04,182.56,6.09606430412278,1,1.0,4,20,1
51.96,14.47,6.84,1.4,0.68,341.69,34.61,0.9135097153287425,5,8.0,10,35,8
82.09,19.02,3.74,4.17,0.39,65.67,301.45,3.148158191705109,4,14.0,5,15,2
26.92,25.17,8.86,1.88,0.89,20.0,306.82,0.7500000000000008,0,59.0,10,31,5
29.49,12.2,2.59,1.42,0.25,351.99,3.27,4.64536327965855,10,5.0,20,15,4
53.08,2.12,5.38,1.61,0.54,260.81,125.87,3.240015432062015,0,21.0,11,24,2
58.25,35.4,4.3,2.12,0.42,193.98,169.43,0.7823042886243219,10,1.0,10,47,3
25.02,14.45,7.91,2.68,0.81,129.61,207.8,3.3034073318317865,0,35.0,6,49,8
39.02,7.7,6.51,1.23,0.66,265.25,177.34,3.4928498393145957,0,4.0,10,25,3
85.6,32.53,7.95,0.99,0.79,19.89,355.52,4.976283753967411,3,-3.0,10,28,3
67.23,20.35,6.07,3.01,0.62,94.5,334.92,4.0959125967237116,6,16.0,10,28,6
46.42,2.41,5.82,1.77,0.59,77.35,187.85,5.622543908232286,0,14.0,10,50,0
55.28,6.78,7.51,1.83,0.76,238.97,163.73,2.4066574330386135,1,2.0,13,44,1
28.13,6.6,9.37,1.84,0.95,312.71,249.44,1.5305227865013977,0,26.0,7,42,10
11.81,17.14,6.4,1.41,0.65,132.72,187.84,5.397962578603152,1,0.0,2,2,2
37.67,16.76,0.58,0.76,0.05,354.01,9.35,8.516243303241165,9,2.0,10,25,8
48.92,15.09,5.9,0.81,0.59,334.76,359.02,5.021553544472069,9,4.0,10,35,10
57.54,42.52,3.66,1.68,0.37,270.71,16.64,9.659135572089253,2,-1.0,10,49,7
51.43,21.27,7.0,2.04,0.71,243.55,177.92,4.574986338777417,2,3.0,7,38,7
62.42,44.04,7.09,2.38,0.72,301.91,6.11,4.4828785395100725,1,5.0,10,48,5
75.4,48.25,7.5,1.24,0.76,331.66,8.38,2.1910043359153812,0,5.0,8,40,2
98.33,35.2,8.85,2.25,0.89,296.94,4.97,2.170207363364157,0,3.0,2,14,6
94.58,43.31,1.22,3.17,0.12,196.42,326.25,5.156937075435384,0,0.0,15,15,15
90.4,10.85,5.54,2.21,0.56,294.39,202.19,6.596756778902805,1,-5.0,10,25,7
89.38,10.42,5.95,1.31,0.6,0.07,196.93,12.17552052275384,1,2.0,16,19,10
52.85,47.64,8.02,1.8,0.81,325.39,2.0,1.6532694880145797,0,14.0,3,29,1
65.7,36.75,3.21,1.86,0.33,194.62,28.61,5.270341544909584,4,-3.0,10,41,4
74.2,49.32,2.75,1.26,0.26,291.01,214.53,1.470034013211938,10,11.0,8,47,0
94.02,37.68,6.07,1.2,0.61,200.28,179.21,0.860929730001242,9,5.0,8,21,1
111.06,20.34,5.17,2.53,0.51,309.79,348.57,0.9534149149242466,9,4.0,4,4,0
70.33,33.64,4.79,2.06,0.48,165.64,199.09,6.647977135941425,5,14.0,8,27,2
55.6,20.87,5.19,2.53,0.51,49.53,351.55,1.5164761785138632,7,8.0,8,46,2
30.31,35.32,7.66,2.53,0.77,84.51,355.48,7.260943464867357,1,0.0,10,20,0
30.66,13.22,5.78,2.26,0.59,29.5,190.59,7.080854468212153,3,5.0,15,25,2
70.71,20.56,3.44,4.81,0.37,47.2,178.51,4.75042103397161,2,20.0,10,20,0
71.82,13.84,2.86,2.41,0.3,10.24,230.48,6.556805624692558,5,3.0,14,36,4
84.61,12.33,7.63,2.38,0.77,231.52,152.28,9.945813189478274,1,19.0,10,44,22
105.04,10.15,7.16,2.73,0.72,221.14,193.35,2.155945268321992,1,1.0,7,7,0
66.62,16.28,1.77,2.46,0.16,34.4,85.14,3.509544129940531,0,15.0,4,28,0
16.19,10.07,6.91,1.59,0.69,100.72,190.9,1.4493101807411706,0,2.0,8,8,2
76.6,16.31,0.53,2.54,0.04,332.67,216.34,2.490080319989708,2,4.0,25,38,0
32.33,13.35,6.17,1.75,0.62,17.65,151.28,10.41234363628093,2,-2.0,10,25,10
88.45,7.56,8.7,1.21,0.88,217.31,181.82,1.215113163454333,0,17.0,8,39,1
94.55,16.26,4.7,1.49,0.47,248.43,175.23,5.925343871877815,1,-2.0,2,13,13
69.24,8.16,4.38,1.27,0.44,115.37,173.14,5.570718086566575,0,15.0,21,26,2
62.49,47.15,7.95,0.99,0.8,56.14,344.85,2.674210163767988,0,6.0,4,43,0
53.6,51.97,4.19,3.49,0.43,127.95,354.12,4.261373018171488,0,1.0,9,45,0
66.62,3.03,7.14,1.67,0.72,242.21,161.59,4.487070313690215,0,14.0,8,43,0
49.28,6.05,9.62,1.52,0.97,274.75,259.91,1.140613869808708,0,31.0,10,32,8
62.73,22.07,6.26,3.65,0.64,296.04,86.04,3.1643166718898392,1,30.0,10,25,2
83.26,37.99,5.53,1.16,0.55,155.92,352.16,5.971264522695344,0,1.0,10,25,12
55.64,48.9,7.32,1.97,0.74,26.38,330.61,3.4444448028673653,0,22.0,15,33,3
27.17,35.43,5.47,2.4,0.56,97.92,327.81,6.555188784466849,2,16.0,10,31,4
15.44,22.08,1.02,4.08,0.12,20.64,185.9,4.297871566252299,3,5.0,9,10,3
38.66,35.45,7.51,1.2,0.75,192.25,160.89,7.458471693316263,5,20.0,4,10,5
64.68,33.66,5.85,2.99,0.58,190.67,149.58,3.423813663153985,9,8.0,10,48,2
80.6,30.05,7.37,2.28,0.74,289.01,34.41,1.7066048165875984,3,12.0,8,40,1
80.11,42.75,6.87,1.64,0.69,139.05,39.2,8.314595600508785,2,-1.0,12,29,21
102.49,22.65,1.94,1.46,0.19,45.01,140.16,6.239783650095564,0,-5.0,6,12,16
91.51,51.23,0.7,1.44,0.08,290.0,67.22,6.586387477213888,2,17.0,14,35,5
79.57,14.34,5.33,2.39,0.54,12.36,3.44,3.599013753794221,10,5.0,10,25,0
57.26,6.1,2.62,2.2,0.26,296.4,179.55,3.317604557508327,0,4.0,5,43,5
65.05,33.53,2.43,2.34,0.26,228.31,82.38,5.713606566784243,7,3.0,9,47,5
75.63,15.14,8.64,1.27,0.87,213.11,172.69,1.063296760081593,1,3.0,10,37,5
34.98,2.15,3.02,2.19,0.3,286.46,294.02,2.6219458423087296,7,2.0,8,22,0
38.87,25.41,4.75,2.32,0.48,244.89,192.41,4.628973968386516,6,4.0,6,24,1
66.22,24.28,1.08,2.5,0.12,242.5,111.77,2.433474881727773,4,15.0,16,42,0
106.64,47.14,9.04,3.0,0.95,5.87,46.93,1.288603895694876,0,42.0,1,43,0
74.2,10.75,5.79,0.51,0.58,82.4,184.72,3.529036695757077,0,4.0,10,31,3
82.59,27.25,3.84,0.86,0.38,40.68,354.74,1.8214829123546588,5,3.0,10,25,0
66.88,31.14,0.98,2.39,0.11,147.77,306.04,5.567854164756832,6,3.0,7,41,8
41.58,9.63,1.68,4.04,0.17,294.87,113.46,11.782402131993287,2,23.0,10,9,19
67.2,4.84,6.19,1.39,0.62,59.48,219.8,0.540832691319597,0,20.0,10,25,0
106.19,26.83,4.76,0.22,0.48,194.96,163.3,2.3988538930080714,6,-3.0,1,1,4
57.74,38.08,6.83,1.31,0.68,233.03,232.44,2.253996450751419,5,7.0,7,46,11
34.25,44.05,5.53,1.72,0.56,83.36,2.92,6.612541115184089,1,-2.0,10,23,5
46.92,38.38,1.47,2.19,0.15,192.64,52.67,9.16797142229403,2,5.0,10,32,7
69.28,48.27,3.08,0.78,0.3,249.43,296.08,3.2370665733036743,1,1.0,8,43,2
81.71,26.37,7.73,0.79,0.78,186.73,160.95,1.1628413477340704,3,13.0,5,40,0
100.87,35.11,7.94,1.84,0.8,300.29,347.36,0.8453401682163225,2,6.0,10,16,0
82.49,16.01,4.6,0.98,0.46,23.34,304.05,1.7799157283422238,4,6.0,10,22,4
79.04,18.81,6.05,1.44,0.61,246.26,154.92,10.397740139087915,3,6.0,10,36,14
43.62,32.43,2.9,2.05,0.28,257.43,23.69,4.842199913262567,3,4.0,5,30,0
54.13,4.05,5.32,1.78,0.53,220.85,237.57,2.1805045287731,3,21.0,19,40,0
42.44,42.0,7.99,2.02,0.81,110.15,350.52,7.671668658121254,0,-2.0,2,31,4
41.4,38.16,6.7,2.74,0.73,155.56,225.79,2.4583734460004285,6,8.0,18,37,1
40.29,31.79,6.71,0.3,0.67,188.69,162.55,0.5813776741499453,5,5.0,10,25,2
94.09,34.94,6.06,0.85,0.61,59.06,5.82,5.658780787413486,2,-4.0,15,20,14
46.96,1.5,0.84,2.59,0.09,287.15,214.23,2.9189381630997238,0,13.0,10,24,0
52.55,52.32,4.39,1.07,0.44,269.55,356.57,4.357258312287669,0,5.0,10,37,0
70.84,38.54,1.71,4.78,0.15,238.56,311.31,2.6067988031300047,6,17.0,5,42,0
86.45,32.8,1.09,1.75,0.12,240.19,56.55,5.725740126830773,5,5.0,10,28,9
106.51,48.81,5.84,1.87,0.59,264.3,355.06,1.5370100845472656,0,10.0,10,14,0
79.59,16.77,3.96,2.1,0.39,24.67,123.89,1.5780050697003485,0,0.0,15,30,0
65.98,37.68,3.73,1.59,0.37,91.57,35.5,2.7041449665282418,1,4.0,12,39,0
51.38,5.11,8.28,2.01,0.83,194.1,165.98,3.653286191909965,0,23.0,10,20,0
47.25,15.44,2.42,1.6,0.25,32.7,189.92,5.922854041760612,0,-6.0,10,43,20
75.03,28.32,7.22,1.04,0.73,208.68,141.22,1.0155294185792898,5,5.0,7,40,3
76.46,37.84,5.49,1.53,0.55,278.73,355.07,6.8883960397178114,2,-2.0,10,32,16
81.95,11.72,6.16,2.02,0.62,116.14,181.1,6.761723153161486,0,3.0,10,25,3
74.08,8.62,4.28,1.39,0.44,15.65,206.95,9.765500499206373,2,1.0,10,36,4
37.39,33.44,1.65,1.14,0.16,205.97,147.85,1.7226142922894854,8,6.0,20,22,1
48.49,18.16,3.12,0.39,0.31,328.39,152.66,7.41242200633504,2,5.0,8,34,4
81.06,17.72,5.79,1.55,0.59,10.85,166.8,5.340908162475745,1,-5.0,8,24,1
107.59,15.57,5.03,3.65,0.5,262.76,153.82,1.4822280526288794,2,9.0,10,10,0
86.41,32.62,2.95,1.32,0.29,87.46,353.43,5.456051685972185,2,4.0,10,20,0
66.56,48.58,5.89,1.48,0.6,100.98,322.72,2.4890560459740527,0,17.0,2,28,3
44.95,1.59,5.33,1.25,0.54,82.36,161.44,2.9670524093787094,0,9.0,3,45,0
38.12,42.54,0.47,2.71,0.04,196.97,267.17,5.093132631298732,4,-1.0,11,27,17
80.36,37.21,0.31,0.68,0.03,93.63,75.64,2.2387719848166743,5,6.0,10,24,0
79.56,30.1,6.07,2.99,0.61,133.97,176.91,1.8826576959181887,5,10.0,14,20,0
44.17,22.51,3.49,3.05,0.34,250.89,166.44,5.7244038990972665,3,4.0,10,30,2
20.58,25.34,7.25,0.94,0.73,121.71,194.37,2.367826007121298,4,4.0,5,14,0
27.79,8.14,1.36,2.89,0.13,313.31,244.63,3.446403922931845,0,3.0,10,14,5
36.41,49.17,5.92,3.07,0.61,337.5,21.25,5.632423989722367,2,6.0,10,21,5
54.09,50.02,1.43,1.37,0.14,218.92,336.54,2.29157151317605,0,12.0,10,32,1
28.89,23.49,1.5,3.38,0.13,296.02,242.29,2.4920072231034975,3,3.0,10,16,0
25.33,37.84,1.03,3.34,0.1,148.29,21.89,6.9877177962479315,1,-4.0,7,19,12
35.59,5.97,5.38,2.46,0.56,357.39,172.8,2.2705946357727496,0,7.0,8,20,0
53.51,16.06,4.99,1.01,0.5,239.49,216.81,3.2918383921450327,1,6.0,6,37,-1
48.89,8.29,6.79,2.13,0.69,140.73,180.88,1.8627130750601406,0,3.0,10,42,3
47.61,32.93,3.9,0.63,0.43,125.74,332.69,2.1572436116489024,4,-1.0,4,36,4
64.91,15.32,4.96,2.92,0.51,239.5,155.45,3.808254193196674,2,20.0,10,35,1
86.48,51.7,7.41,2.16,0.75,105.7,54.23,1.1800423721205944,0,16.0,3,37,0
74.88,30.0,3.97,0.84,0.41,166.66,225.01,4.132698876037308,5,1.0,10,34,7
52.72,37.33,0.91,3.04,0.09,149.52,355.71,4.289568742892458,1,5.0,10,47,0
25.61,27.12,2.22,1.09,0.23,146.54,52.03,2.6260616900598506,7,-3.0,10,18,8
32.65,34.96,4.48,3.34,0.44,180.48,148.36,4.800374985352706,7,0.0,5,23,3
70.54,34.7,3.15,3.23,0.33,94.78,291.68,7.703155197709577,6,5.0,10,35,2
56.45,32.91,3.82,1.26,0.42,29.46,325.5,3.6704223190254304,3,12.0,3,42,4
46.86,49.64,6.48,1.83,0.66,106.22,345.41,2.5961509971494348,0,6.0,10,42,0
106.39,32.98,4.09,1.3,0.41,34.55,333.41,3.9812058474788814,2,-2.0,15,6,16
76.18,50.15,2.54,3.77,0.27,212.01,243.55,8.700649401050466,5,12.0,10,22,11
61.9,13.65,3.72,0.24,0.37,355.55,231.0,7.969190674089808,4,0.0,7,48,9
10.62,19.51,7.49,1.82,0.75,126.42,185.61,4.129225108903603,1,1.0,2,2,1
76.66,11.91,9.6,1.57,0.97,198.14,190.4,1.7580102388780319,0,12.0,10,22,4
79.31,38.53,0.68,4.55,0.06,120.41,36.84,6.630331816734368,3,-3.0,27,27,9
93.61,40.07,2.89,2.78,0.3,183.19,4.99,4.153841595439095,2,-6.0,10,22,6
75.48,38.9,3.63,1.63,0.36,143.92,345.72,6.685057965343308,0,-5.0,9,30,12
109.53,4.26,7.82,3.78,0.79,48.11,146.85,0.7227724399837044,0,23.0,2,23,0
78.34,47.15,5.11,3.5,0.53,225.97,325.52,5.219818004490203,2,1.0,5,31,33
42.81,24.83,6.0,3.38,0.62,105.12,177.88,6.357106259926759,3,2.0,10,35,1
34.5,36.31,7.31,0.48,0.73,43.94,354.36,7.559695761073987,1,-1.0,18,24,12
82.99,11.44,4.94,1.96,0.5,330.19,198.81,11.189888292561276,1,-3.0,5,30,34
46.04,34.52,7.22,1.25,0.72,69.07,359.01,3.8013155617496395,2,0.0,8,37,2
46.12,29.03,1.69,3.75,0.17,322.66,116.19,3.55050700604857,4,0.0,10,37,3
49.38,13.5,2.95,3.17,0.3,351.0,353.86,5.430230197698805,9,-1.0,7,40,10
92.47,33.9,6.78,1.03,0.67,138.93,209.0,1.7482848738120476,5,5.0,10,13,18
68.15,12.83,8.7,1.42,0.87,147.35,196.78,3.851882656571978,2,6.0,10,36,10
42.61,29.63,3.21,1.06,0.32,112.08,164.83,4.613133425341179,8,15.0,10,48,2
90.35,42.47,6.22,2.3,0.63,229.66,347.4,6.64567528547701,0,-5.0,10,25,5
65.66,44.77,2.32,1.14,0.24,166.89,125.77,3.4981280708401687,6,-1.0,22,44,12
70.53,41.23,1.54,2.61,0.15,201.69,134.04,7.735534887776021,8,-2.0,4,41,8
27.45,14.93,3.37,2.76,0.34,325.81,354.98,3.014382192091772,9,0.0,10,17,6
3.46,48.42,7.97,1.85,0.81,30.8,333.21,0.7043436661176167,0,10.0,3,10,0
59.63,40.74,2.01,2.64,0.19,241.65,212.29,0.9924716620639553,10,15.0,8,35,0
90.42,35.39,3.53,3.39,0.37,286.64,22.4,6.0902052510568145,4,4.0,10,24,7
119.04,7.22,8.08,1.02,0.81,184.71,181.37,1.660000000000001,1,9.0,6,9,0
79.72,46.01,7.0,1.08,0.7,55.64,353.67,2.2897379762758856,0,2.0,7,28,3
46.03,24.98,2.03,1.24,0.2,319.23,176.92,2.199113457737001,2,14.0,12,23,0
44.85,40.46,2.27,3.55,0.22,146.37,156.54,7.288689868556628,10,-1.0,11,36,3
47.61,18.92,5.75,2.33,0.58,240.51,182.3,1.612451549659709,1,-2.0,10,39,1
33.16,25.29,9.89,2.01,1.0,209.1,237.2,1.6491512968797069,1,39.0,10,38,6
27.31,3.62,1.21,2.08,0.11,330.68,20.42,4.971368020977726,10,5.0,16,23,3
20.84,39.18,2.56,0.48,0.26,30.8,171.93,0.841724420460757,10,5.0,8,15,0
66.91,2.81,2.16,4.35,0.23,279.92,83.43,4.664986602338743,2,30.0,8,27,1
72.17,39.48,2.61,3.44,0.27,202.53,171.56,6.807620729741041,10,-2.0,27,36,11
107.29,13.59,8.11,2.29,0.82,9.42,66.93,6.349866140321388,2,28.0,5,30,2
90.22,10.43,5.3,2.67,0.54,84.93,193.77,4.634565783328568,0,2.0,10,18,13
79.87,37.05,3.8,1.03,0.38,207.29,345.1,6.0406704925860675,2,-3.0,10,33,6
32.24,10.19,5.41,1.9,0.55,85.28,185.97,2.662667835085707,0,3.0,5,25,3
104.3,43.26,3.71,1.42,0.38,216.78,334.18,9.2787930249575,3,-5.0,10,11,7
100.16,14.67,2.24,1.89,0.21,270.21,292.13,0.6397655820689307,7,7.0,8,18,0
83.23,30.03,3.32,1.18,0.34,181.33,250.22,5.938728820210596,7,1.0,10,25,4
74.32,49.13,6.99,1.49,0.7,54.43,357.05,0.9552486587271423,0,5.0,5,30,1
70.86,26.25,3.58,4.27,0.36,140.2,172.56,0.3101612483854221,5,3.0,10,36,0
72.51,40.33,6.46,2.41,0.65,42.1,350.49,10.138293742045557,2,-2.0,7,39,7
94.23,23.99,7.51,0.96,0.76,120.81,177.76,6.6513306939288475,3,4.0,5,12,2
